SYMBOL ,Tickers
RAMAPHO,RAMAPHO.NS
BIRLAMONEY,BIRLAMONEY.NS
MAPMYINDIA,MAPMYINDIA.NS
SAGARDEEP,SAGARDEEP.NS
WIPRO,WIPRO.NS
PODDARHOUS,PODDARHOUS.NS
BLUEDART,BLUEDART.NS
MANGCHEFER,MANGCHEFER.NS
IFBIND,IFBIND.NS
WORTH,WORTH.NS
SECURKLOUD,SECURKLOUD.NS
PREMIERPOL,PREMIERPOL.NS
UNIVAFOODS,UNIVAFOODS.NS
JOCIL,JOCIL.NS
HAPPSTMNDS,HAPPSTMNDS.NS
JSWINFRA,JSWINFRA.NS
SANDESH,SANDESH.NS
JITFINFRA,JITFINFRA.NS
PITTIENG,PITTIENG.NS
WINSOME,WINSOME.NS
GPIL,GPIL.NS
OCCL,OCCL.NS
INDIGRID,INDIGRID.NS
NITIRAJ,NITIRAJ.NS
KPRMILL,KPRMILL.NS
INDUSINDBK,INDUSINDBK.NS
ALPHAGEO,ALPHAGEO.NS
PRECISION,PRECISION.NS
HARSHA,HARSHA.NS
IDFC,IDFC.NS
DIGISPICE,DIGISPICE.NS
VISHNU,VISHNU.NS
YESBANK,YESBANK.NS
TIRUPATIFL,TIRUPATIFL.NS
JYOTHYLAB,JYOTHYLAB.NS
BANKA,BANKA.NS
ESTER,ESTER.NS
VIMTALABS,VIMTALABS.NS
COROMANDEL,COROMANDEL.NS
SOLARINDS,SOLARINDS.NS
DENTALKART,DENTALKART.NS
RADAAN,RADAAN.NS
DBREALTY,DBREALTY.NS
AARTIIND,AARTIIND.NS
JSLL,JSLL.NS
NRL,NRL.NS
BOMDYEING,BOMDYEING.NS
AESTHETIK,AESTHETIK.NS
OMAXE,OMAXE.NS
SHARDAMOTR,SHARDAMOTR.NS
BOSCHLTD,BOSCHLTD.NS
NETWORK18,NETWORK18.NS
VBL,VBL.NS
POLYPLEX,POLYPLEX.NS
SENCO,SENCO.NS
JAIBALAJI,JAIBALAJI.NS
SSDL,SSDL.NS
TEXINFRA,TEXINFRA.NS
APOLLOPIPE,APOLLOPIPE.NS
KCP,KCP.NS
GEPIL,GEPIL.NS
SUNDARMFIN,SUNDARMFIN.NS
TATACONSUM,TATACONSUM.NS
STARPAPER,STARPAPER.NS
BOROSCI,BOROSCI.NS
INFY,INFY.NS
INFOBEAN,INFOBEAN.NS
JKCEMENT,JKCEMENT.NS
SBFC,SBFC.NS
SADHNANIQ,SADHNANIQ.NS
BAJAJHCARE,BAJAJHCARE.NS
NESTLEIND,NESTLEIND.NS
SONATSOFTW,SONATSOFTW.NS
ATUL,ATUL.NS
AHLUCONT,AHLUCONT.NS
SHK,SHK.NS
DYCL,DYCL.NS
RTNINDIA,RTNINDIA.NS
CCL,CCL.NS
THOMASCOOK,THOMASCOOK.NS
PAISALO,PAISALO.NS
AKI,AKI.NS
SURANAT&P,SURANAT&P.NS
SMSLIFE,SMSLIFE.NS
HCG,HCG.NS
DCMSHRIRAM,DCMSHRIRAM.NS
HONDAPOWER,HONDAPOWER.NS
KHAITANLTD,KHAITANLTD.NS
IREDA,IREDA.NS
MEGASOFT,MEGASOFT.NS
ALKALI,ALKALI.NS
ORICONENT,ORICONENT.NS
ZYDUSLIFE,ZYDUSLIFE.NS
MADRASFERT,MADRASFERT.NS
DIXON,DIXON.NS
DATAPATTNS,DATAPATTNS.NS
ELECTCAST,ELECTCAST.NS
VLEGOV,VLEGOV.NS
RELINFRA,RELINFRA.NS
KARURVYSYA,KARURVYSYA.NS
BAGFILMS,BAGFILMS.NS
ABSMARINE,ABSMARINE.NS
ADVANIHOTR,ADVANIHOTR.NS
BALRAMCHIN,BALRAMCHIN.NS
SHALBY,SHALBY.NS
TRU,TRU.NS
JWL,JWL.NS
MAHSCOOTER,MAHSCOOTER.NS
FAZE3Q,FAZE3Q.NS
PFOCUS,PFOCUS.NS
ALOKINDS,ALOKINDS.NS
ABAN,ABAN.NS
UGROCAP,UGROCAP.NS
MHRIL,MHRIL.NS
BROOKS,BROOKS.NS
MASFIN,MASFIN.NS
LOVABLE,LOVABLE.NS
SMLISUZU,SMLISUZU.NS
LATTEYS,LATTEYS.NS
LTF,LTF.NS
SUPREMEINF,SUPREMEINF.NS
JAYBARMARU,JAYBARMARU.NS
TAJGVK,TAJGVK.NS
JTLIND,JTLIND.NS
RSSOFTWARE,RSSOFTWARE.NS
PRITIKAUTO,PRITIKAUTO.NS
NIRMAN,NIRMAN.NS
CLSEL,CLSEL.NS
EICHERMOT,EICHERMOT.NS
VISHWARAJ,VISHWARAJ.NS
ONGC,ONGC.NS
FIRSTCRY,FIRSTCRY.NS
MARUTI,MARUTI.NS
SBGLP,SBGLP.NS
HUDCO,HUDCO.NS
DHARMAJ,DHARMAJ.NS
IDFCFIRSTB,IDFCFIRSTB.NS
KANORICHEM,KANORICHEM.NS
CYIENTDLM,CYIENTDLM.NS
BLKASHYAP,BLKASHYAP.NS
UNICHEMLAB,UNICHEMLAB.NS
TARSONS,TARSONS.NS
COCHINSHIP,COCHINSHIP.NS
OSWALAGRO,OSWALAGRO.NS
APOLSINHOT,APOLSINHOT.NS
NRBBEARING,NRBBEARING.NS
REPRO,REPRO.NS
KMSUGAR,KMSUGAR.NS
PEL,PEL.NS
MANAKSIA,MANAKSIA.NS
HECPROJECT,HECPROJECT.NS
CINELINE,CINELINE.NS
REDTAPE,REDTAPE.NS
DEN,DEN.NS
KAKATCEM,KAKATCEM.NS
SOLEX,SOLEX.NS
ASKAUTOLTD,ASKAUTOLTD.NS
FSC,FSC.NS
INDIANB,INDIANB.NS
AARTIPHARM,AARTIPHARM.NS
EFFWA,EFFWA.NS
PDSL,PDSL.NS
KOKUYOCMLN,KOKUYOCMLN.NS
HEG,HEG.NS
ACI,ACI.NS
ONELIFECAP,ONELIFECAP.NS
ACCELYA,ACCELYA.NS
IDEA,IDEA.NS
FDC,FDC.NS
PRICOLLTD,PRICOLLTD.NS
EMMBI,EMMBI.NS
NAGAFERT,NAGAFERT.NS
MODISONLTD,MODISONLTD.NS
AVTNPL,AVTNPL.NS
VINATIORGA,VINATIORGA.NS
SCHAND,SCHAND.NS
JMFINANCIL,JMFINANCIL.NS
INDIANCARD,INDIANCARD.NS
LORDSCHLO,LORDSCHLO.NS
RATNAMANI,RATNAMANI.NS
ANTGRAPHIC,ANTGRAPHIC.NS
MODIRUBBER,MODIRUBBER.NS
STEELXIND,STEELXIND.NS
MANAKALUCO,MANAKALUCO.NS
OAL,OAL.NS
PAYTM,PAYTM.NS
CENTRUM,CENTRUM.NS
CONFIPET,CONFIPET.NS
GLS,GLS.NS
SIRCA,SIRCA.NS
NOCIL,NOCIL.NS
LAMBODHARA,LAMBODHARA.NS
VETO,VETO.NS
SHREYANIND,SHREYANIND.NS
AUBANK,AUBANK.NS
KIRLOSIND,KIRLOSIND.NS
AYMSYNTEX,AYMSYNTEX.NS
LLOYDSME,LLOYDSME.NS
CYBERMEDIA,CYBERMEDIA.NS
TATAMOTORS,TATAMOTORS.NS
MANOMAY,MANOMAY.NS
GUFICBIO,GUFICBIO.NS
TASTYBITE,TASTYBITE.NS
KCEIL,KCEIL.NS
EKC,EKC.NS
MOIL,MOIL.NS
RUSTOMJEE,RUSTOMJEE.NS
LAGNAM,LAGNAM.NS
ENERGYDEV,ENERGYDEV.NS
RAMCOIND,RAMCOIND.NS
AARON,AARON.NS
CREATIVE,CREATIVE.NS
CAPTRUST,CAPTRUST.NS
VASWANI,VASWANI.NS
NMDC,NMDC.NS
STYLAMIND,STYLAMIND.NS
ASIANTILES,ASIANTILES.NS
GRPLTD,GRPLTD.NS
CAREERP,CAREERP.NS
APLAPOLLO,APLAPOLLO.NS
FINEORG,FINEORG.NS
SINCLAIR,SINCLAIR.NS
HINDCOPPER,HINDCOPPER.NS
NITCO,NITCO.NS
GANESHHOUC,GANESHHOUC.NS
AMNPLST,AMNPLST.NS
STEELCAS,STEELCAS.NS
VHL,VHL.NS
VPRPL,VPRPL.NS
NDRAUTO,NDRAUTO.NS
JGCHEM,JGCHEM.NS
UFO,UFO.NS
LTIM,LTIM.NS
KESORAMIND,KESORAMIND.NS
TTKPRESTIG,TTKPRESTIG.NS
KRISHANA,KRISHANA.NS
CENTEXT,CENTEXT.NS
SMLT,SMLT.NS
TFCILTD,TFCILTD.NS
DREDGECORP,DREDGECORP.NS
GREENPANEL,GREENPANEL.NS
MAHLOG,MAHLOG.NS
BHINVIT,BHINVIT.NS
SSFL,SSFL.NS
ROLEXRINGS,ROLEXRINGS.NS
UNIINFO,UNIINFO.NS
JBCHEPHARM,JBCHEPHARM.NS
OMAXAUTO,OMAXAUTO.NS
OFSS,OFSS.NS
ROTO,ROTO.NS
SUVENPHAR,SUVENPHAR.NS
JSWHL,JSWHL.NS
BLS,BLS.NS
RBL,RBL.NS
AIRAN,AIRAN.NS
SHAILY,SHAILY.NS
AAATECH,AAATECH.NS
EVERESTIND,EVERESTIND.NS
PRESTIGE,PRESTIGE.NS
INCREDIBLE,INCREDIBLE.NS
COASTCORP,COASTCORP.NS
TOTAL,TOTAL.NS
SHIVATEX,SHIVATEX.NS
MOTOGENFIN,MOTOGENFIN.NS
BORORENEW,BORORENEW.NS
CHEVIOT,CHEVIOT.NS
GROBTEA,GROBTEA.NS
MAANALU,MAANALU.NS
GANGAFORGE,GANGAFORGE.NS
SAMPANN,SAMPANN.NS
KSHITIJPOL,KSHITIJPOL.NS
KAYA,KAYA.NS
TARMAT,TARMAT.NS
AKG,AKG.NS
AJMERA,AJMERA.NS
SYMPHONY,SYMPHONY.NS
ZODIACLOTH,ZODIACLOTH.NS
HNDFDS,HNDFDS.NS
MGEL,MGEL.NS
RAJINDLTD,RAJINDLTD.NS
TVSELECT,TVSELECT.NS
SLONE,SLONE.NS
BRNL,BRNL.NS
LASA,LASA.NS
SRPL,SRPL.NS
NIBL,NIBL.NS
ANIKINDS,ANIKINDS.NS
RANASUG,RANASUG.NS
MAHASTEEL,MAHASTEEL.NS
GLOBUSSPR,GLOBUSSPR.NS
HEADSUP,HEADSUP.NS
OIL,OIL.NS
QUICKTOUCH,QUICKTOUCH.NS
MAGNUM,MAGNUM.NS
SATECH,SATECH.NS
NAHARPOLY,NAHARPOLY.NS
EDUCOMP,EDUCOMP.NS
SURANI,SURANI.NS
JETFREIGHT,JETFREIGHT.NS
BALPHARMA,BALPHARMA.NS
ANSALAPI,ANSALAPI.NS
NAVNETEDUL,NAVNETEDUL.NS
NATHBIOGEN,NATHBIOGEN.NS
ARSSINFRA,ARSSINFRA.NS
TIMESCAN,TIMESCAN.NS
SUNLITE,SUNLITE.NS
WEIZMANIND,WEIZMANIND.NS
LGHL,LGHL.NS
MEP,MEP.NS
ASIANHOTNR,ASIANHOTNR.NS
KERNEX,KERNEX.NS
MINDTECK,MINDTECK.NS
FELDVR,FELDVR.NS
BRIGHT,BRIGHT.NS
GLOBALE,GLOBALE.NS
BALCO,BALCO.NS
GSTL,GSTL.NS
FORCAS,FORCAS.NS
BRACEPORT,BRACEPORT.NS
RKEC,RKEC.NS
QVCEL,QVCEL.NS
VMARCIND,VMARCIND.NS
ARSHIYA,ARSHIYA.NS
HYBRIDFIN,HYBRIDFIN.NS
ROLTA,ROLTA.NS
OMKARCHEM,OMKARCHEM.NS
HDIL,HDIL.NS
SKIL,SKIL.NS
MADHUCON,MADHUCON.NS
JPASSOCIAT,JPASSOCIAT.NS
ORTEL,ORTEL.NS
LYPSAGEMS,LYPSAGEMS.NS
VINNY,VINNY.NS
GSPL,GSPL.NS
RCOM,RCOM.NS
ANKITMETAL,ANKITMETAL.NS
PREMIER,PREMIER.NS
RHFL,RHFL.NS
GATECH,GATECH.NS
GATECHDVR,GATECHDVR.NS
VCL,VCL.NS
GOENKA,GOENKA.NS
INSECTICID,INSECTICID.NS
KHFM,KHFM.NS
PULZ,PULZ.NS
ATAL-RE,ATAL-RE.NS
